id,label,template,placeholders,nouns,verbs,verb+noun
44648,attaching magnet to nailcutter,Attaching [something] to [something],"['magnet', 'nailcutter']","['magnet', 'nailcutter']",['attaching'],attaching magnet
43401,attaching ring magnet to steel table,Attaching [something] to [something],"['ring magnet', 'steel table']","['magnet', 'steel', 'table']",['attaching'],attaching magnet
200713,attaching magnet to another magnet,Attaching [something] to [something],"['magnet', 'another magnet']","['magnet', 'magnet']",['attaching'],attaching magnet
185677,attaching ring magnet to water flask,Attaching [something] to [something],"['ring magnet', 'water flask']","['magnet', 'water', 'flask']",['attaching'],attaching magnet
91314,attaching ring magnet to number plate,Attaching [something] to [something],"['ring magnet', 'number plate']","['magnet', 'number', 'plate']",['attaching'],attaching magnet
54078,attaching ring magnet to wrist watch,Attaching [something] to [something],"['ring magnet', 'wrist watch']","['magnet', 'wrist', 'watch']",['attaching'],attaching magnet
21847,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
133751,attaching a magnet to a door,Attaching [something] to [something],"['a magnet', 'a door']","['magnet', 'door']",['attaching'],attaching magnet
147466,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
88869,attaching magnet to magnet,Attaching [something] to [something],"['magnet', 'magnet']","['magnet', 'magnet']",['attaching'],attaching magnet
163185,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
159237,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
158977,attaching a magnet to a fire extinguisher,Attaching [something] to [something],"['a magnet', 'a fire extinguisher']","['magnet', 'fire', 'extinguisher']",['attaching'],attaching magnet
51896,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
181045,attaching ring magnet to motorcycle kicker,Attaching [something] to [something],"['ring magnet', 'motorcycle kicker']","['magnet', 'motorcycle', 'kicker']",['attaching'],attaching magnet
219266,attaching a magnet to a fridge,Attaching [something] to [something],"['a magnet', 'a fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
2963,attaching a magnet to refrigerator,Attaching [something] to [something],"['a magnet', 'refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
83319,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
93668,attaching ring magnet to motorcycle engine,Attaching [something] to [something],"['ring magnet', 'motorcycle engine']","['magnet', 'motorcycle', 'engine']",['attaching'],attaching magnet
56441,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
207246,attaching a magnet to the fridge,Attaching [something] to [something],"['a magnet', 'the fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
18874,attaching magnet to board,Attaching [something] to [something],"['magnet', 'board']","['magnet', 'board']",['attaching'],attaching magnet
7059,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
172794,attaching magnet to magnet,Attaching [something] to [something],"['magnet', 'magnet']","['magnet', 'magnet']",['attaching'],attaching magnet
142391,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
69930,attaching ring magnet to jam bottle,Attaching [something] to [something],"['ring magnet', 'jam bottle']","['magnet', 'jam', 'bottle']",['attaching'],attaching magnet
64381,attaching a magnet to a door,Attaching [something] to [something],"['a magnet', 'a door']","['magnet', 'door']",['attaching'],attaching magnet
122354,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
96161,attaching a magnet to a refrigerator,Attaching [something] to [something],"['a magnet', 'a refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
100512,attaching ring magnet to screw driver,Attaching [something] to [something],"['ring magnet', 'screw driver']","['magnet', 'screw', 'driver']",['attaching'],attaching magnet
39258,attaching ring magnet to multi pin socket,Attaching [something] to [something],"['ring magnet', 'multi pin socket']","['magnet', 'multi', 'pin', 'socket']",['attaching'],attaching magnet
173208,attaching a magnet to a paper clip,Attaching [something] to [something],"['a magnet', 'a paper clip']","['magnet', 'paper', 'clip']",['attaching'],attaching magnet
129822,attaching ring magnet to non sparkling plier,Attaching [something] to [something],"['ring magnet', 'non sparkling plier']","['magnet', 'plier']",['attaching'],attaching magnet
40285,attaching a magnet to a pipe,Attaching [something] to [something],"['a magnet', 'a pipe']","['magnet', 'pipe']",['attaching'],attaching magnet
44082,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
75786,attaching ring magnet to train track,Attaching [something] to [something],"['ring magnet', 'train track']","['magnet', 'train', 'track']",['attaching'],attaching magnet
96423,attaching ring magnet to scissor,Attaching [something] to [something],"['ring magnet', 'scissor']","['magnet', 'scissor']",['attaching'],attaching magnet
36820,attaching magnet to refrigerator,Attaching [something] to [something],"['magnet', 'refrigerator']","['magnet', 'refrigerator']",['attaching'],attaching magnet
119554,attaching ring magnet to padlock,Attaching [something] to [something],"['ring magnet', 'padlock']","['magnet', 'padlock']",['attaching'],attaching magnet
17844,attaching a magnet to scissors,Attaching [something] to [something],"['a magnet', 'scissors']","['magnet', 'scissors']",['attaching'],attaching magnet
59862,attaching ring magnet to sony pendrive,Attaching [something] to [something],"['ring magnet', 'sony pendrive']","['magnet', 'sony', 'pendrive']",['attaching'],attaching magnet
54652,attaching magnet to refrigerator door,Attaching [something] to [something],"['magnet', 'refrigerator door']","['magnet', 'refrigerator', 'door']",['attaching'],attaching magnet
51718,attaching magnet to fridge,Attaching [something] to [something],"['magnet', 'fridge']","['magnet', 'fridge']",['attaching'],attaching magnet
5595,closing box,Closing [something],['box'],['box'],['closing'],closing box
111847,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
143555,closing turmeric box,Closing [something],['turmeric box'],['box'],['closing'],closing box
113881,closing box,Closing [something],['box'],['box'],['closing'],closing box
5237,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
196214,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
8767,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
111253,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
113770,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
198948,closing box,Closing [something],['box'],['box'],['closing'],closing box
218681,closing a box of candy,Closing [something],['a box of candy'],"['box', 'candy']",['closing'],closing box
151185,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
97519,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
24488,closing box,Closing [something],['box'],['box'],['closing'],closing box
114957,closing box,Closing [something],['box'],['box'],['closing'],closing box
86829,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
96154,closing box,Closing [something],['box'],['box'],['closing'],closing box
90189,closing a small box,Closing [something],['a small box'],['box'],['closing'],closing box
31035,closing box,Closing [something],['box'],['box'],['closing'],closing box
82479,closing box,Closing [something],['box'],['box'],['closing'],closing box
139192,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
108756,closing box,Closing [something],['box'],['box'],['closing'],closing box
203014,closing box,Closing [something],['box'],['box'],['closing'],closing box
165354,closing box cap,Closing [something],['box cap'],"['box', 'cap']",['closing'],closing box
134996,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
175890,closing box,Closing [something],['box'],['box'],['closing'],closing box
9010,closing box,Closing [something],['box'],['box'],['closing'],closing box
198428,closing box,Closing [something],['box'],['box'],['closing'],closing box
187954,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
13368,closing box,Closing [something],['box'],['box'],['closing'],closing box
196698,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
218619,closing hot box lid,Closing [something],['hot box lid'],"['box', 'lid']",['closing'],closing box
15087,closing box,Closing [something],['box'],['box'],['closing'],closing box
161704,closing box,Closing [something],['box'],['box'],['closing'],closing box
128837,closing a box of eggs,Closing [something],['a box of eggs'],"['box', 'egg']",['closing'],closing box
180413,closing box,Closing [something],['box'],['box'],['closing'],closing box
117952,closing box,Closing [something],['box'],['box'],['closing'],closing box
196775,closing box,Closing [something],['box'],['box'],['closing'],closing box
64187,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
54347,closing box,Closing [something],['box'],['box'],['closing'],closing box
1423,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
143060,closing box,Closing [something],['box'],['box'],['closing'],closing box
126370,closing packing box,Closing [something],['packing box'],['box'],['closing'],closing box
146234,closing box,Closing [something],['box'],['box'],['closing'],closing box
137232,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
32943,closing box,Closing [something],['box'],['box'],['closing'],closing box
213829,closing box,Closing [something],['box'],['box'],['closing'],closing box
158099,closing box rods,Closing [something],['box rods'],"['box', 'rod']",['closing'],closing box
208037,closing box,Closing [something],['box'],['box'],['closing'],closing box
75483,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
10136,closing box,Closing [something],['box'],['box'],['closing'],closing box
127831,closing a box of muesli,Closing [something],['a box of muesli'],"['box', 'muesli']",['closing'],closing box
50496,closing box,Closing [something],['box'],['box'],['closing'],closing box
23605,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
116384,closing box,Closing [something],['box'],['box'],['closing'],closing box
132360,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
44996,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
173594,closing box,Closing [something],['box'],['box'],['closing'],closing box
26254,closing box,Closing [something],['box'],['box'],['closing'],closing box
125250,closing box,Closing [something],['box'],['box'],['closing'],closing box
129881,closing a box,Closing [something],['a box'],['box'],['closing'],closing box
204819,closing box,Closing [something],['box'],['box'],['closing'],closing box
143288,closing box,Closing [something],['box'],['box'],['closing'],closing box
82264,closing box,Closing [something],['box'],['box'],['closing'],closing box
220542,closing door,Closing [something],['door'],['door'],['closing'],closing door
156995,closing door,Closing [something],['door'],['door'],['closing'],closing door
65861,closing door,Closing [something],['door'],['door'],['closing'],closing door
3247,closing door,Closing [something],['door'],['door'],['closing'],closing door
75245,closing door,Closing [something],['door'],['door'],['closing'],closing door
217622,closing door,Closing [something],['door'],['door'],['closing'],closing door
45553,closing door,Closing [something],['door'],['door'],['closing'],closing door
116482,closing down door,Closing [something],['down door'],['door'],['closing'],closing door
179263,closing door,Closing [something],['door'],['door'],['closing'],closing door
206223,closing door,Closing [something],['door'],['door'],['closing'],closing door
197840,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
7046,closing door,Closing [something],['door'],['door'],['closing'],closing door
207314,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
201846,closing door,Closing [something],['door'],['door'],['closing'],closing door
50558,closing door,Closing [something],['door'],['door'],['closing'],closing door
138655,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
45369,closing door,Closing [something],['door'],['door'],['closing'],closing door
163981,closing door,Closing [something],['door'],['door'],['closing'],closing door
111778,closing door,Closing [something],['door'],['door'],['closing'],closing door
109015,closing door,Closing [something],['door'],['door'],['closing'],closing door
16199,closing door,Closing [something],['door'],['door'],['closing'],closing door
143971,closing door,Closing [something],['door'],['door'],['closing'],closing door
11774,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
2562,closing door,Closing [something],['door'],['door'],['closing'],closing door
151541,closing door,Closing [something],['door'],['door'],['closing'],closing door
11518,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
126302,closing door,Closing [something],['door'],['door'],['closing'],closing door
19440,closing door,Closing [something],['door'],['door'],['closing'],closing door
75338,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
129617,closing door,Closing [something],['door'],['door'],['closing'],closing door
209244,closing door,Closing [something],['door'],['door'],['closing'],closing door
214934,closing door,Closing [something],['door'],['door'],['closing'],closing door
206839,closing door,Closing [something],['door'],['door'],['closing'],closing door
137993,closing door,Closing [something],['door'],['door'],['closing'],closing door
72691,closing door,Closing [something],['door'],['door'],['closing'],closing door
186994,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
72970,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
5262,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
134646,closing washer door,Closing [something],['washer door'],['door'],['closing'],closing door
139370,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
51784,closing up door,Closing [something],['up door'],['door'],['closing'],closing door
185597,closing door,Closing [something],['door'],['door'],['closing'],closing door
106486,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
69839,closing door,Closing [something],['door'],['door'],['closing'],closing door
111961,closing the door,Closing [something],['the door'],['door'],['closing'],closing door
189915,closing door,Closing [something],['door'],['door'],['closing'],closing door
14053,closing door,Closing [something],['door'],['door'],['closing'],closing door
149397,closing door,Closing [something],['door'],['door'],['closing'],closing door
123616,closing door,Closing [something],['door'],['door'],['closing'],closing door
137931,closing door,Closing [something],['door'],['door'],['closing'],closing door
42022,closing door,Closing [something],['door'],['door'],['closing'],closing door
73755,closing door,Closing [something],['door'],['door'],['closing'],closing door
30916,closing door,Closing [something],['door'],['door'],['closing'],closing door
149447,closing door,Closing [something],['door'],['door'],['closing'],closing door
203029,closing door,Closing [something],['door'],['door'],['closing'],closing door
185759,closing door,Closing [something],['door'],['door'],['closing'],closing door
63794,closing door,Closing [something],['door'],['door'],['closing'],closing door
66627,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
145168,closing wooden door,Closing [something],['wooden door'],['door'],['closing'],closing door
209467,closing door,Closing [something],['door'],['door'],['closing'],closing door
208684,closing door,Closing [something],['door'],['door'],['closing'],closing door
124242,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
191620,closing door,Closing [something],['door'],['door'],['closing'],closing door
7526,closing a door,Closing [something],['a door'],['door'],['closing'],closing door
43767,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
105221,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
65571,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
160863,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
99297,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
80184,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
37059,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
56690,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
154607,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
157570,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
55494,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
147443,covering card with tissue,Covering [something] with [something],"['card', 'tissue']","['card', 'tissue']",['covering'],covering card
195715,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
252,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
83598,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
18638,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
39275,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
199034,covering card with papaer,Covering [something] with [something],"['card', 'papaer']","['card', 'papaer']",['covering'],covering card
104709,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
116824,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
130612,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
103310,covering a card with a blanket,Covering [something] with [something],"['a card', 'a blanket']","['card', 'blanket']",['covering'],covering card
198410,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
198952,covering card with tissue,Covering [something] with [something],"['card', 'tissue']","['card', 'tissue']",['covering'],covering card
176829,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
165310,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
46099,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
194754,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
218727,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
118786,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
196185,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
171216,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
85252,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
77355,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
55102,covering wedding card with envelope,Covering [something] with [something],"['wedding card', 'envelope']","['card', 'envelope']",['covering'],covering card
112946,covering a card with a book,Covering [something] with [something],"['a card', 'a book']","['card', 'book']",['covering'],covering card
83484,covering card with pape,Covering [something] with [something],"['card', 'pape']","['card', 'pape']",['covering'],covering card
194525,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
185255,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
29912,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
118608,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
193579,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
21059,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
220763,covering card with notebook,Covering [something] with [something],"['card', 'notebook']","['card', 'notebook']",['covering'],covering card
194082,covering a card with a book,Covering [something] with [something],"['a card', 'a book']","['card', 'book']",['covering'],covering card
153443,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
27750,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
37346,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
58422,covering visiting card with a book,Covering [something] with [something],"['visiting card', 'a book']","['card', 'book']",['covering'],covering card
90859,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
145161,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
192549,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
201198,covering card with papaer,Covering [something] with [something],"['card', 'papaer']","['card', 'papaer']",['covering'],covering card
214053,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
133578,covering cards with towel,Covering [something] with [something],"['cards', 'towel']","['card', 'towel']",['covering'],covering card
27806,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
203665,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
34661,covering cards with cloth,Covering [something] with [something],"['cards', 'cloth']","['card', 'cloth']",['covering'],covering card
220699,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
66290,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
93963,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
174555,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
111544,covering card with paper,Covering [something] with [something],"['card', 'paper']","['card', 'paper']",['covering'],covering card
106371,dropping a bottle in front of keyboard,Dropping [something] in front of [something],"['a bottle', 'keyboard']","['bottle', 'keyboard']",['dropping'],dropping bottle
105375,dropping bottle cap in front of oil bottle,Dropping [something] in front of [something],"['bottle cap', 'oil bottle']","['bottle', 'cap', 'oil', 'bottle']",['dropping'],dropping bottle
42041,dropping a bottle cap onto an empty glass of water,Dropping [something] onto [something],"['a bottle cap', 'an empty glass of water']","['bottle', 'cap', 'glass', 'water']",['dropping'],dropping bottle
104299,dropping bottle next to folder,Dropping [something] next to [something],"['bottle', 'folder']","['bottle', 'folder']",['dropping'],dropping bottle
105677,dropping bottle cap into cup,Dropping [something] into [something],"['bottle cap', 'cup']","['bottle', 'cap', 'cup']",['dropping'],dropping bottle
100149,dropping a bottle into a trash can,Dropping [something] into [something],"['a bottle', 'a trash can']","['bottle', 'trash']",['dropping'],dropping bottle
1315,dropping bottle behind chair,Dropping [something] behind [something],"['bottle', 'chair']","['bottle', 'chair']",['dropping'],dropping bottle
119565,dropping bottle in front of dustbin,Dropping [something] in front of [something],"['bottle', 'dustbin']","['bottle', 'dustbin']",['dropping'],dropping bottle
121191,dropping bottle next to cardboard,Dropping [something] next to [something],"['bottle', 'cardboard']","['bottle', 'cardboard']",['dropping'],dropping bottle
124180,dropping a bottle into container,Dropping [something] into [something],"['a bottle', 'container']","['bottle', 'container']",['dropping'],dropping bottle
153417,dropping bottle into bed,Dropping [something] into [something],"['bottle', 'bed']","['bottle', 'bed']",['dropping'],dropping bottle
36549,dropping a plastic bottle onto a door mat,Dropping [something] onto [something],"['a plastic bottle', 'a door mat']","['bottle', 'door', 'mat']",['dropping'],dropping bottle
33317,dropping bottle in front of mug,Dropping [something] in front of [something],"['bottle', 'mug']","['bottle', 'mug']",['dropping'],dropping bottle
121778,dropping a small bottle of lotion into a trash can,Dropping [something] into [something],"['a small bottle of lotion', 'a trash can']","['bottle', 'lotion', 'trash']",['dropping'],dropping bottle
151523,dropping bottle onto dustpan,Dropping [something] onto [something],"['bottle', 'dustpan']","['bottle', 'dustpan']",['dropping'],dropping bottle
87670,dropping bottle in front of tire,Dropping [something] in front of [something],"['bottle', 'tire']","['bottle', 'tire']",['dropping'],dropping bottle
40146,dropping bottle onto cardboard,Dropping [something] onto [something],"['bottle', 'cardboard']","['bottle', 'cardboard']",['dropping'],dropping bottle
10904,dropping bottle in front of stove,Dropping [something] in front of [something],"['bottle', 'stove']","['bottle', 'stove']",['dropping'],dropping bottle
128313,dropping a bottle top behind a padlock,Dropping [something] behind [something],"['a bottle top', 'a padlock']","['bottle', 'top', 'padlock']",['dropping'],dropping bottle
68837,dropping bottle behind bag,Dropping [something] behind [something],"['bottle', 'bag']","['bottle', 'bag']",['dropping'],dropping bottle
179094,dropping bottle onto bed,Dropping [something] onto [something],"['bottle', 'bed']","['bottle', 'bed']",['dropping'],dropping bottle
42136,dropping a bottle behind an ipad,Dropping [something] behind [something],"['a bottle', 'an ipad']","['bottle', 'ipad']",['dropping'],dropping bottle
135513,dropping a bottle behind a box,Dropping [something] behind [something],"['a bottle', 'a box']","['bottle', 'box']",['dropping'],dropping bottle
144363,dropping bottle cap next to box,Dropping [something] next to [something],"['bottle cap', 'box']","['bottle', 'cap', 'box']",['dropping'],dropping bottle
101874,dropping bottle onto broom,Dropping [something] onto [something],"['bottle', 'broom']","['bottle', 'broom']",['dropping'],dropping bottle
108020,dropping bottle in front of backpack,Dropping [something] in front of [something],"['bottle', 'backpack']","['bottle', 'backpack']",['dropping'],dropping bottle
175667,dropping a bottle onto a surface,Dropping [something] onto [something],"['a bottle', 'a surface']","['bottle', 'surface']",['dropping'],dropping bottle
133413,dropping a bottle onto the table,Dropping [something] onto [something],"['a bottle', 'the table']","['bottle', 'table']",['dropping'],dropping bottle
10147,dropping bottle cap in front of basket,Dropping [something] in front of [something],"['bottle cap', 'basket']","['bottle', 'cap', 'basket']",['dropping'],dropping bottle
70659,dropping bottle behind kendama,Dropping [something] behind [something],"['bottle', 'kendama']","['bottle', 'kendama']",['dropping'],dropping bottle
61693,dropping bottle in front of leptop,Dropping [something] in front of [something],"['bottle', 'leptop']","['bottle', 'leptop']",['dropping'],dropping bottle
147528,dropping bottle onto pillow,Dropping [something] onto [something],"['bottle', 'pillow']","['bottle', 'pillow']",['dropping'],dropping bottle
35040,dropping bottle ap in front of ashtray,Dropping [something] in front of [something],"['bottle ap', 'ashtray']","['bottle', 'ap', 'ashtray']",['dropping'],dropping bottle
53457,dropping bottle cap next to brandy bottle,Dropping [something] next to [something],"['bottle cap', 'brandy bottle']","['bottle', 'cap', 'brandy', 'bottle']",['dropping'],dropping bottle
114654,dropping bottle behind chair,Dropping [something] behind [something],"['bottle', 'chair']","['bottle', 'chair']",['dropping'],dropping bottle
38914,dropping bottle behind bagback,Dropping [something] behind [something],"['bottle', 'bagback']","['bottle', 'bagback']",['dropping'],dropping bottle
